Day Month Year Tmin(C) Tmax(C) Prcp(mm) Et0(mm)
17 9 2000 12.56045 24.6314 0.030603008 4.55708323
18 9 2000 13.74478 24.61172 3.059298 4.417498017
19 9 2000 13.28118 25.64248 1.2678341 4.436041718
20 9 2000 12.7496 22.75872 0.77124137 4.157127741
21 9 2000 13.63143 24.6785 3.6626573 4.011734337
22 9 2000 13.66122 22.67425 0.4145705 3.574009122
23 9 2000 13.58547 23.088 0.082770705 3.813441938
24 9 2000 14.28567 22.81478 0.19574131 4.063161927
25 9 2000 13.69415 22.44048 0.53801084 3.901133347
26 9 2000 13.38165 23.4104 2.6755204 3.583177841
27 9 2000 13.81503 24.56692 0.8331569 4.330628303
28 9 2000 13.0209 22.21295 0.5482261 4.059785058
29 9 2000 13.25543 22.22296 0.09394002 3.871114539
30 9 2000 12.512 25.41726 7.3292418 4.328523066
1 10 2000 14.3627 24.2846 1.1123401 4.279436593
2 10 2000 14.37576 23.66757 0.007825047 4.585597896
3 10 2000 13.91046 25.00567 0 5.091753273
4 10 2000 13.40978 25.81683 1.284592 5.113187454
5 10 2000 12.9225 26.53903 0.068867534 5.326132422
6 10 2000 12.7062 25.1088 0 4.952902124
7 10 2000 13.2307 25.55023 0 4.874542882
8 10 2000 14.13696 24.63116 0 4.664099259
9 10 2000 13.3694 25.6783 0.5020284 4.739105242
10 10 2000 13.57986 25.78634 0.118131034 4.501854939
11 10 2000 13.5614 25.89694 0.74975705 5.000975076
12 10 2000 13.4304 26.2911 0 5.81600173
13 10 2000 13.7376 24.39333 0 4.866408404
14 10 2000 12.6393 25.27743 0.5051084 5.162857659
15 10 2000 12.3661 24.76837 0.069857776 4.602399303
16 10 2000 13.09524 24.64022 0.83801615 4.742285398
17 10 2000 13.8592 24.91784 1.5104518 4.159532491
18 10 2000 14.24963 24.7843 7.3058143 4.114202464
19 10 2000 14.92916 22.86807 5.605787 3.506051514
20 10 2000 14.49133 22.1822 9.014331 2.984406267
21 10 2000 14.3868 21.1505 7.1296654 2.852570311
22 10 2000 13.61602 23.22503 0.5340787 3.754573392
23 10 2000 12.81906 24.14102 0.30312133 4.444793786
24 10 2000 13.35345 25.35113 0.79693305 4.999816705
25 10 2000 13.3598 26.08193 0 5.363987969
26 10 2000 13.41177 26.28152 0 5.401471467
27 10 2000 13.57354 26.41674 0 5.619895836
28 10 2000 12.9582 26.76437 0 5.473942477
29 10 2000 14.1642 25.4715 0 4.808213029
30 10 2000 13.96264 25.06945 6.0606127 4.099964797
31 10 2000 14.5507 23.0096 9.258156 3.449989434
1 11 2000 14.5908 24.43783 8.271311 3.576009683
2 11 2000 14.51672 24.6315 15.332446 4.12894035
3 11 2000 14.5179 23.30645 15.937426 3.604586243
4 11 2000 14.2176 24.5336 10.912716 4.291712403
5 11 2000 14.02044 26.51754 0.5369361 5.047831188
6 11 2000 13.82134 24.1019 0.07214313 4.346711437
7 11 2000 13.62548 23.44238 2.1559012 4.473783002
8 11 2000 13.83886 24.68798 0.03429897 5.043224304
9 11 2000 14.14654 25.14785 0 4.990537538
10 11 2000 14.35366 25.7388 0.27824214 5.06979737
11 11 2000 13.62115 24.56344 0 4.900107132
12 11 2000 12.61004 24.75 0 4.513733743
13 11 2000 13.51705 24.81326 0.003373358 4.307001636
14 11 2000 14.32348 25.25866 0.53809786 4.305602395
15 11 2000 15.10937 24.20483 3.9852936 3.801722
